orderid,orderdate,unitcost,price,orderqty,costofsales,productname,brandname,state
1041,5/27/2012,166.2006644,269,5,831.0033221,SV Car Video TFT6.2W E6282 Brown,Southridge Video,Osun
908,10-11-12,140.8815493,309,26,3662.920281,SV Car Video TFT7 M7001 Brown,Southridge Video,Katsina
1770,4/13/2014,246.8747239,309,12,2962.496687,SV Car Video TFT7 M7001 Brown,Southridge Video,Ebonyi
615,11/30/2013,86.22479846,199,13,1120.92238,SV Car Video AM/FM E1000 Brown,Southridge Video,Plateau
2467,11-07-13,6.770989807,39.9,13,88.02286749,Contoso Leather Case - case for digital photo camera X20 White,Contoso,Delta
822,10/16/2014,17.47271087,19.9,26,454.2904827,Contoso Battery charger - bike E200 White,Contoso,Borno
1299,08-02-14,19.56127185,19.9,18,352.1028934,Contoso Battery charger - bike E200 White,Contoso,Rivers
7678,06-03-12,10.73890513,15.5,5,53.69452564,Contoso USB Optical Mouse E200 White,Contoso,Nasarawa
394,05-05-13,11.31663666,15.5,10,113.1663666,Contoso USB Optical Mouse E200 White,Contoso,Plateau
781,02-02-14,12.53912298,15.5,18,225.7042136,Contoso USB Optical Mouse E200 White,Contoso,Edo
1408,11-07-14,14.46320326,15.9,26,376.0432846,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,Rivers
1945,09-04-13,2.732602933,15.9,9,24.5934264,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,Ekiti
2136,11-12-13,0.923263566,15.9,13,12.00242636,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,Cross River
2346,08-04-13,0.540130797,15.9,10,5.401307973,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,Nasarawa
702,11/17/2012,3.173023216,11.9,6,19.03813929,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Contoso,Plateau
1459,02-11-12,11.1646661,11.9,6,66.98799661,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Contoso,Ogun
2224,6/17/2012,3.776900071,11.9,5,18.88450036,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Contoso,Jigawa
1835,01-07-12,8.455529942,12.95,6,50.73317965,Contoso Rechargeable Battery E100 Grey,Contoso,Ogun
2995,10/28/2012,12.69488259,12.95,6,76.16929552,Contoso Rechargeable Battery E100 Grey,Contoso,Edo
2997,1/30/2013,27.10669773,39.9,9,243.9602796,Contoso Dual USB Power Adapter - power adapter E300 Grey,Contoso,Ogun
2421,06-09-14,8.855970349,19.95,12,106.2716442,Contoso Car power adapter M90 Grey,Contoso,Sokoto
736,6/19/2014,10.0026692,16.5,12,120.0320304,Contoso Notebook Peripheral Kit M69 Grey,Contoso,Akwa Ibom
1291,05-01-12,4.59333777,16.5,10,45.9333777,Contoso Notebook Peripheral Kit M69 Grey,Contoso,Kebbi
1560,12-06-11,10.3584875,16.5,9,93.22638752,Contoso Notebook Peripheral Kit M69 Grey,Contoso,Bauchi
7421,11/13/2013,9.557760694,13.5,8,76.46208556,Contoso Education Supplies Bundle E200 Grey,Contoso,Kebbi
385,8/21/2012,6.290537175,13.5,12,75.4864461,Contoso Education Supplies Bundle E200 Grey,Contoso,Abia
2205,5/24/2013,5.097584024,13.5,10,50.97584024,Contoso Education Supplies Bundle E200 Grey,Contoso,Kaduna
2783,03-06-12,5.722765269,13.5,5,28.61382634,Contoso Education Supplies Bundle E200 Grey,Contoso,Ondo
3315,5/19/2012,1.536754921,13.5,5,7.683774605,Contoso Education Supplies Bundle E200 Grey,Contoso,Ondo
136,12/25/2013,8.470778641,11.5,18,152.4740155,Contoso Desktop Alternative Bundle E200 Grey,Contoso,Imo
2885,02-10-12,4.217914059,11.5,4,16.87165624,Contoso Desktop Alternative Bundle E200 Grey,Contoso,Delta
2591,03-02-14,71.00988057,95.95,9,639.0889252,Contoso Power Inverter - DC to AC power inverter E900 Grey,Contoso,Imo
7309,1/31/2012,25.73194382,29.9,4,102.9277753,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,Contoso,Rivers
1842,11-11-13,10.27270693,25.5,13,133.5451901,Contoso Home/Office Laptop Power Adapter E300 Grey,Contoso,Ogun
2352,02-08-14,7.956522941,25.5,18,143.2174129,Contoso Home/Office Laptop Power Adapter E300 Grey,Contoso,Akwa Ibom
1438,4/25/2013,153.8367581,310,10,1538.367581,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Akwa Ibom
3197,10-04-12,192.0572719,310,10,1920.572719,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Kano
3267,04-05-12,141.5224385,310,20,2830.44877,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Yobe
763,11/29/2012,28.61703476,129,6,171.7022086,The Phone Company Smart phones without camera E100 White,The Phone Company,Ogun
1002,8/29/2014,39.1118181,129,18,704.0127257,The Phone Company Smart phones without camera E100 White,The Phone Company,Anambra
1342,6/18/2014,35.8327764,129,24,859.9866335,The Phone Company Smart phones without camera E100 White,The Phone Company,Gombe
34,4/27/2012,67.22890054,208,10,672.2890054,The Phone Company Smart phones 160x160 M26 White,The Phone Company,Jigawa
936,5/15/2014,152.9110208,208,12,1834.932249,The Phone Company Smart phones 160x160 M26 White,The Phone Company,Delta
2429,3/22/2014,183.8093082,267,10,1838.093082,The Phone Company Smart phones Unlocked M300 White,The Phone Company,Jigawa
7381,11-07-12,233.8614414,300,13,3040.198739,The Phone Company Smart phones Expert M400 White,The Phone Company,Anambra
7433,8/13/2012,164.5534197,300,9,1480.980777,The Phone Company Smart phones Expert M400 White,The Phone Company,Kaduna
912,11-07-12,146.2742414,300,13,1901.565138,The Phone Company Smart phones Expert M400 White,The Phone Company,Oyo
3408,8/25/2013,3.650558705,300,12,43.80670446,The Phone Company Smart phones Expert M400 White,The Phone Company,Bayelsa
2227,9/13/2013,287.8258774,869,10,2878.258774,SV Car Video LCD9.2W X9281 Brown,Southridge Video,Bayelsa
2573,10/24/2013,511.0331417,869,8,4088.265134,SV Car Video LCD9.2W X9281 Brown,Southridge Video,Edo
7257,02-05-14,17.55564517,329,9,158.0008065,SV Car Video LCD7 M7001 Brown,Southridge Video,Katsina
2869,8/21/2013,697.0447724,1199,12,8364.537269,Fabrikam Laptop19W M9800 Black,Fabrikam,Adamawa
1213,8/14/2012,182.9855551,879.9,24,4391.653322,Fabrikam Laptop17W M7080 Black,Fabrikam,Enugu
3003,06-04-12,177.423514,879.9,12,2129.082168,Fabrikam Laptop17W M7080 Black,Fabrikam,Anambra
7411,11-01-13,450.0240082,819,13,5850.312106,Fabrikam Laptop17 M7000 Black,Fabrikam,Ebonyi
196,3/14/2014,42.71564529,819,10,427.1564529,Fabrikam Laptop17 M7000 Black,Fabrikam,Ekiti
786,12/17/2013,639.3620367,819,8,5114.896294,Fabrikam Laptop17 M7000 Black,Fabrikam,Oyo
7515,09-10-13,400.9673082,967,10,4009.673082,Fabrikam Laptop16W M6080 Black,Fabrikam,Edo
52,10-04-14,249.9437733,967,10,2499.437733,Fabrikam Laptop16W M6080 Black,Fabrikam,Gombe
2520,2/20/2014,293.563882,967,9,2642.074938,Fabrikam Laptop16W M6080 Black,Fabrikam,Rivers
3100,04-05-12,398.1548016,967,10,3981.548016,Fabrikam Laptop16W M6080 Black,Fabrikam,Kebbi
1896,1/21/2014,27.33467902,599,9,246.0121112,Fabrikam Laptop16 M6000 Black,Fabrikam,Delta
2565,08-03-14,406.9715301,599,36,14650.97508,Fabrikam Laptop16 M6000 Black,Fabrikam,Kebbi
1434,10/30/2013,217.0701172,366,8,1736.560938,Fabrikam Laptop12 M2000 White,Fabrikam,Imo
759,9/30/2013,304.0174519,699,10,3040.174519,Fabrikam Laptop15 M5000 White,Fabrikam,Ekiti
2452,5/15/2014,202.1520415,699,10,2021.520415,Fabrikam Laptop15 M5000 White,Fabrikam,Gombe
2781,03-01-13,494.1874309,699,9,4447.686878,Fabrikam Laptop15 M5000 White,Fabrikam,Taraba
3029,10/19/2014,67.49821515,699,8,539.9857212,Fabrikam Laptop15 M5000 White,Fabrikam,Imo
32,11/30/2012,432.3227561,659,8,3458.582048,Fabrikam Laptop15.4 M5400 White,Fabrikam,Lagos
3012,11-12-14,439.1532137,659,8,3513.22571,Fabrikam Laptop15.4 M5400 White,Fabrikam,Sokoto
276,9/29/2013,108.1662055,586,20,2163.324111,Fabrikam Laptop14.1 M4100 White,Fabrikam,Benue
278,08-08-13,128.5034669,586,12,1542.041603,Fabrikam Laptop14.1 M4100 White,Fabrikam,Benue
1248,9/13/2013,125.8875329,586,10,1258.875329,Fabrikam Laptop14.1 M4100 White,Fabrikam,Delta
1521,10-03-13,397.5046922,758,16,6360.075075,Fabrikam Laptop15.4W M5480 White,Fabrikam,FCT
2066,6/25/2012,399.4339274,399,10,3994.339274,Fabrikam Laptop12W M2080 Silver,Fabrikam,Borno
1072,03-07-12,385.1895343,384.9,10,3851.895343,Fabrikam Laptop10.1 M0101 Silver,Fabrikam,Ondo
737,04-03-14,149.1674259,382.95,10,1491.674259,Fabrikam Laptop12 M2001 Silver,Fabrikam,Cross River
1414,04-11-14,192.4142568,382.95,10,1924.142568,Fabrikam Laptop12 M2001 Silver,Fabrikam,Cross River
1605,9/29/2012,283.3548428,456.9,10,2833.548428,Fabrikam Laptop14.1W M4180 Red,Fabrikam,Katsina
2416,2/25/2014,159.3919002,456.9,12,1912.702802,Fabrikam Laptop14.1W M4180 Red,Fabrikam,Osun
2578,08-08-14,6.077453432,456.9,10,60.77453432,Fabrikam Laptop14.1W M4180 Red,Fabrikam,Zamfara 
7601,11/22/2012,132.9113427,330,8,1063.290741,Fabrikam Laptop14.1 E4101 Red,Fabrikam,Osun
2758,11/25/2013,192.3491355,326,13,2500.538762,Fabrikam Laptop8.9 E8002 Red,Fabrikam,Zamfara 
7539,12/22/2012,204.4610548,368,9,1840.149493,Fabrikam Laptop12 M2002 Red,Fabrikam,Anambra
2645,10-12-14,353.9359755,368,13,4601.167682,Fabrikam Laptop12 M2002 Red,Fabrikam,Borno
1413,4/23/2014,211.4216593,380,10,2114.216593,Fabrikam Laptop13.3 M3000 Red,Fabrikam,Kogi
1826,5/15/2014,22.91498342,389,10,229.1498342,Fabrikam Laptop13.3W M3080 Red,Fabrikam,Ondo
7287,10/30/2012,327.2916247,699,24,7854.998992,Adventure Works Laptop15 M1500 Black,Adventure Works,Kogi
30,11/24/2013,530.7448924,699,13,6899.683601,Adventure Works Laptop15 M1500 Black,Adventure Works,Nasarawa
1381,02-09-13,146.5756458,699,12,1758.907749,Adventure Works Laptop15 M1500 Black,Adventure Works,Benue
1480,09-01-14,565.491341,699,12,6785.896092,Adventure Works Laptop15 M1500 Black,Adventure Works,Ekiti
1963,12-02-13,592.3434989,699,13,7700.465486,Adventure Works Laptop15 M1500 Black,Adventure Works,Nasarawa
1511,9/23/2014,639.2447876,758,10,6392.447876,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Bayelsa
1679,11/14/2014,225.0920636,758,13,2926.196827,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Edo
2537,02-07-14,205.3961915,758,9,1848.565723,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Katsina
2497,11/28/2014,52.51297662,326,16,840.2076258,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Plateau
2920,06-10-14,41.58565917,326,24,998.05582,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Benue
3392,07-12-14,215.1766371,326,24,5164.239291,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Oyo
478,12/24/2013,390.7985232,1299,18,7034.373417,Adventure Works Laptop19W X1980 White,Adventure Works,Ogun
1235,9/24/2014,304.4974512,382.95,10,3044.974512,Adventure Works Laptop12 M1201 White,Adventure Works,Ogun
2655,02-02-14,222.9726445,382.95,18,4013.5076,Adventure Works Laptop12 M1201 White,Adventure Works,Plateau
2677,04-09-14,259.4437131,382.95,10,2594.437131,Adventure Works Laptop12 M1201 White,Adventure Works,Taraba
345,6/22/2014,147.0766935,599,12,1764.920322,Adventure Works Laptop16 M1601 White,Adventure Works,Rivers
814,01-04-13,42.01523385,599,8,336.1218708,Adventure Works Laptop16 M1601 White,Adventure Works,Zamfara 
886,3/28/2014,48.55997959,599,18,874.0796326,Adventure Works Laptop16 M1601 White,Adventure Works,Bauchi
1364,3/22/2012,369.4411349,599,18,6649.940427,Adventure Works Laptop16 M1601 White,Adventure Works,Jigawa
3072,04-11-14,15.05234711,599,10,150.5234711,Adventure Works Laptop16 M1601 White,Adventure Works,Kano
1212,11/24/2014,325.2873091,1299,6,1951.723855,Adventure Works Laptop19W X1980 Silver,Adventure Works,Ebonyi
2013,8/19/2014,593.6344358,699,12,7123.61323,Adventure Works Laptop15 M1501 Silver,Adventure Works,Kogi
2201,04-10-12,383.8125999,699,10,3838.125999,Adventure Works Laptop15 M1501 Silver,Adventure Works,Niger
2058,07-06-12,135.9451148,599,9,1223.506033,Adventure Works Laptop16 M1601 Silver,Adventure Works,Ebonyi
2482,3/30/2012,234.3074146,599,10,2343.074146,Adventure Works Laptop16 M1601 Silver,Adventure Works,Katsina
2718,06-11-13,65.6499122,599,12,787.7989464,Adventure Works Laptop16 M1601 Silver,Adventure Works,Adamawa
3299,8/19/2014,347.2283709,599,12,4166.740451,Adventure Works Laptop16 M1601 Silver,Adventure Works,Enugu
985,02-06-13,261.7150924,758,9,2355.435831,Adventure Works Laptop15.4W M1548 Silver,Adventure Works,Cross River
1078,2/23/2014,292.8960885,758,18,5272.129593,Adventure Works Laptop15.4W M1548 Silver,Adventure Works,Sokoto
1099,12/31/2012,310.654718,758,18,5591.784924,Adventure Works Laptop15.4W M1548 Silver,Adventure Works,Bauchi
3201,2/22/2013,23.02200974,758,9,207.1980876,Adventure Works Laptop15.4W M1548 Silver,Adventure Works,Imo
7274,5/25/2013,122.0836678,326,10,1220.836678,Adventure Works Laptop8.9 E0890 Silver,Adventure Works,Anambra
614,4/24/2012,115.8929262,326,5,579.464631,Adventure Works Laptop8.9 E0890 Silver,Adventure Works,Rivers
1748,11/30/2012,230.1484108,326,6,1380.890465,Adventure Works Laptop8.9 E0890 Silver,Adventure Works,Lagos
2264,03-10-12,798.1902002,999,10,7981.902002,WWI Projector 720p DLP56 Black,Wide World Importers,Kano
3314,4/26/2012,53.18736493,999,10,531.8736493,WWI Projector 720p DLP56 Black,Wide World Importers,Benue
1524,9/28/2012,57.51696301,229,10,575.1696301,WWI Projector 480p LCD12 Black,Wide World Importers,Ebonyi
1988,6/19/2014,16.67301675,21.57,24,400.1524019,WWI Screen 113in M1610 Black,Wide World Importers,Katsina
2629,3/15/2013,11.0597826,21.57,24,265.4347825,WWI Screen 113in M1610 Black,Wide World Importers,Ekiti
3104,12-12-13,175.4361204,251,13,2280.669565,WWI Screen 106in M1609 Black,Wide World Importers,Kano
425,2/28/2014,155.0046497,190,18,2790.083694,WWI Screen 100in M1609 Black,Wide World Importers,Kebbi
1010,5/30/2014,98.90580707,190,24,2373.73937,WWI Screen 100in M1609 Black,Wide World Importers,Abia
1494,01-04-13,100.9540909,190,8,807.6327272,WWI Screen 100in M1609 Black,Wide World Importers,Nasarawa
1648,3/28/2013,109.1405748,190,10,1091.405748,WWI Screen 100in M1609 Black,Wide World Importers,Rivers
1831,9/22/2012,43.70425619,190,5,218.521281,WWI Screen 100in M1609 Black,Wide World Importers,Enugu
2396,08-08-14,170.589871,190,18,3070.617678,WWI Screen 100in M1609 Black,Wide World Importers,Niger
172,7/13/2012,22.04066533,139,5,110.2033266,WWI Screen 85in E1010 Black,Wide World Importers,Rivers
727,11/23/2012,83.14587116,139,6,498.875227,WWI Screen 85in E1010 Black,Wide World Importers,Edo
113,9/15/2013,601.4158616,2295,10,6014.158616,WWI Projector 1080p LCD86 White,Wide World Importers,Kogi
2661,10/21/2013,100.2048487,2295,13,1302.663033,WWI Projector 1080p LCD86 White,Wide World Importers,Zamfara 
1795,10/19/2013,429.1966177,2499,13,5579.55603,WWI Projector 1080p DLP86 White,Wide World Importers,Bauchi
1752,5/23/2012,758.1119842,999,30,22743.35953,WWI Projector 720p DLP56 White,Wide World Importers,FCT
1870,01-09-13,852.3869813,999,12,10228.64378,WWI Projector 720p DLP56 White,Wide World Importers,Zamfara 
573,12/30/2013,6.135618634,229,13,79.76304224,WWI Projector 480p LCD12 White,Wide World Importers,Ebonyi
2419,10/16/2012,192.8569681,229,13,2507.140585,WWI Projector 480p LCD12 White,Wide World Importers,Gombe
1814,8/16/2012,75.87049548,499,9,682.8344593,WWI Projector 480p DLP12 White,Wide World Importers,Abia
3295,08-08-13,196.7279626,499,9,1770.551663,WWI Projector 480p DLP12 White,Wide World Importers,Imo
7467,1/22/2013,160.787547,299,9,1447.087923,WWI Screen 113in M1610 White,Wide World Importers,Kogi
44,1/14/2013,190.2505381,251,9,1712.254843,WWI Screen 106in M1609 White,Wide World Importers,Akwa Ibom
2509,5/13/2013,157.336889,251,10,1573.36889,WWI Screen 106in M1609 White,Wide World Importers,Nasarawa
7251,9/21/2013,95.28618723,139,10,952.8618723,WWI Screen 85in E1010 White,Wide World Importers,Bauchi
238,10/15/2012,38.01316992,139,6,228.0790195,WWI Screen 85in E1010 White,Wide World Importers,Ondo
1280,4/14/2014,44.50723375,139,20,890.144675,WWI Screen 85in E1010 White,Wide World Importers,Jigawa
2233,08-06-14,31.25134287,139,18,562.5241716,WWI Screen 85in E1010 White,Wide World Importers,Zamfara 
2503,5/23/2012,81.38939293,139,5,406.9469646,WWI Screen 85in E1010 White,Wide World Importers,Cross River
1066,10/16/2014,6.178593951,20.96,26,160.6434427,Contoso Wireless Laser Mouse E50 Grey,Contoso,Gombe
2591,03-02-14,71.00988057,95.95,9,639.0889252,Contoso Wireless Notebook Optical Mouse X205 Silver,Contoso,Imo
1190,3/25/2013,7.649769404,13,9,68.84792464,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,Contoso,Imo
1985,03-09-13,0.590623985,13,10,5.906239855,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,Contoso,Kwara
2428,7/22/2013,9.105489923,13,10,91.05489923,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,Contoso,Cross River
545,8/19/2013,4.454453139,13,12,53.45343766,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,Contoso,Taraba
1122,01-01-14,7.148167373,13,26,185.8523517,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,Contoso,Kwara
2501,02-01-14,2.404036038,13,18,43.27264868,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,Contoso,Borno
2575,2/26/2012,11.97950905,13,4,47.91803619,Contoso Optical Wheel OEM PS/2 Mouse E60 White,Contoso,Bayelsa
2691,02-10-12,1.537221818,13,4,6.14888727,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,Contoso,Borno
2732,6/19/2014,3.769648334,13,24,90.47156,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,Contoso,Taraba
978,12/16/2013,97.55909201,150,9,878.0318281,Contoso Bluetooth Notebook Mouse X305 Silver,Contoso,Plateau
495,07-02-12,29.7246066,50,6,178.3476396,Contoso Bluetooth Notebook Mouse E70 Black,Contoso,Jigawa
2807,7/25/2012,26.14182994,50,6,156.8509796,Contoso Bluetooth Notebook Mouse E70 Black,Contoso,Oyo
2813,6/30/2013,19.21117515,50,10,192.1117515,Contoso Bluetooth Notebook Mouse E70 Black,Contoso,Gombe
1229,6/24/2014,1.81582258,50,24,43.57974191,Contoso Bluetooth Notebook Mouse E70 Silver,Contoso,Edo
2544,7/30/2014,20.4977972,50,20,409.955944,Contoso Bluetooth Notebook Mouse E70 Silver,Contoso,Ekiti
114,02-12-12,9.22662589,41.73,4,36.90650356,SV Keyboard E90 White,Southridge Video,Katsina
681,04-08-13,5.082342983,41.73,10,50.82342983,SV Keyboard E90 White,Southridge Video,Delta
2148,7/30/2012,7.243182726,41.73,18,130.3772891,SV Keyboard E90 White,Southridge Video,Borno
3402,11-08-12,11.33052072,41.73,6,67.98312435,SV Keyboard E90 White,Southridge Video,Enugu
1911,1/25/2012,39.62721594,41.73,4,158.5088638,SV Keyboard E90 Black,Southridge Video,Ekiti
480,6/30/2013,38.81041049,41.73,12,465.7249258,SV Keyboard E90 Grey,Southridge Video,Enugu
1065,09-06-12,25.57444123,41.73,4,102.2977649,SV Keyboard E90 Grey,Southridge Video,Kebbi
7595,03-11-14,17.68584508,22.99,10,176.8584508,Contoso Multi-line phones M30 White,Contoso,Katsina
2300,02-03-13,14.03141486,22.99,9,126.2827337,Contoso Multi-line phones M30 White,Contoso,Jigawa
3142,10/28/2012,14.44970932,22.99,8,115.5976745,Contoso Multi-line phones M30 White,Contoso,Katsina
3240,5/20/2013,14.10690681,26.99,12,169.2828817,Contoso KSU-less key system M38 White,Contoso,FCT
7514,11/28/2013,19.33912126,28.99,13,251.4085764,Contoso Hybrid system M60 White,Contoso,Ebonyi
2250,6/18/2012,23.59551032,28.99,12,283.1461238,Contoso Hybrid system M60 White,Contoso,Imo
3294,4/29/2014,16.35562478,28.99,12,196.2674973,Contoso Hybrid system M60 White,Contoso,Osun
2496,11-08-13,18.16034552,35.99,13,236.0844918,Contoso 4 Handset Cordless Phone System M86 White,Contoso,Gombe
940,2/29/2012,32.60172435,38.99,9,293.4155192,Contoso Private Automatic Branch Exchange M65 White,Contoso,Kwara
7672,9/16/2014,36.59617283,39.99,10,365.9617283,Contoso Electronic Private Automatic Branch Exchange M90 White,Contoso,Bauchi
1089,04-10-12,9.50823327,42.99,10,95.0823327,Contoso Centrex Phone System L10 White,Contoso,Imo
1285,08-03-14,11.39760213,42.99,20,227.9520426,Contoso Centrex Phone System L10 White,Contoso,Taraba
1820,04-05-13,24.87697922,46.99,12,298.5237506,Contoso In front of Centrex L15 White,Contoso,Ebonyi
7456,02-04-13,9.158621342,16.99,9,82.42759208,Contoso Phone with 13-Number Memory (210) M301 White,Contoso,Anambra
458,6/25/2013,4.628327477,16.99,10,46.28327477,Contoso Phone with 13-Number Memory (210) M301 White,Contoso,Kwara
1328,01-07-12,11.15854305,16.99,9,100.4268875,Contoso Phone with 13-Number Memory (210) M301 White,Contoso,Akwa Ibom
550,8/18/2014,9.430584021,22.99,10,94.30584021,Contoso Expandable Cordless Phone System M008 White,Contoso,Delta
2845,7/14/2012,4.393063324,22.99,9,39.53756992,Contoso Expandable Cordless Phone System M008 White,Contoso,Niger
2875,07-10-13,12.12677694,22.99,9,109.1409925,Contoso Expandable Cordless Phone System M008 White,Contoso,Delta
861,04-12-13,812.5556078,1299,20,16251.11216,Adventure Works Laptop19W X1980 Red,Adventure Works,Lagos
976,11/20/2012,789.3695386,1299,13,10261.804,Adventure Works Laptop19W X1980 Red,Adventure Works,Benue
1163,09-09-13,807.4716501,1299,10,8074.716501,Adventure Works Laptop19W X1980 Red,Adventure Works,Rivers
1674,5/18/2013,763.2374961,1299,10,7632.374961,Adventure Works Laptop19W X1980 Red,Adventure Works,Kano
2039,6/15/2012,0.836623819,699,24,20.07897167,Adventure Works Laptop15 M1501 Red,Adventure Works,Kwara
1739,10-06-13,186.1062766,599,13,2419.381595,Adventure Works Laptop16 M1601 Red,Adventure Works,Plateau
2495,11/14/2012,347.9035327,599,13,4522.745925,Adventure Works Laptop16 M1601 Red,Adventure Works,Yobe
2696,9/24/2014,2.78091109,599,10,27.8091109,Adventure Works Laptop16 M1601 Red,Adventure Works,Kano
3014,04-03-12,405.5606914,599,12,4866.728297,Adventure Works Laptop16 M1601 Red,Adventure Works,Plateau
547,1/31/2014,347.0747497,758,18,6247.345494,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Lagos
2042,10/25/2013,487.8655608,758,13,6342.252291,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Zamfara 
7652,3/31/2012,101.9629528,326,5,509.8147641,Adventure Works Laptop8.9 E0890 Red,Adventure Works,Adamawa
93,09-09-14,176.1312687,326,32,5636.200598,Adventure Works Laptop8.9 E0890 Red,Adventure Works,Sokoto
513,1/22/2012,568.34577,1299,9,5115.11193,Adventure Works Laptop19W X1980 Blue,Adventure Works,Kaduna
1971,11/14/2013,201.7428446,1299,13,2622.65698,Adventure Works Laptop19W X1980 Blue,Adventure Works,Taraba
1652,1/31/2013,101.9285073,382.95,18,1834.713132,Adventure Works Laptop12 M1201 Blue,Adventure Works,Plateau
473,6/16/2014,76.8922574,382.95,12,922.7070889,Adventure Works Laptop12 M1201 Blue,Adventure Works,Yobe
1269,4/16/2012,260.7730398,382.95,12,3129.276477,Adventure Works Laptop12 M1201 Blue,Adventure Works,Oyo
1615,03-03-14,262.945799,382.95,9,2366.512191,Adventure Works Laptop12 M1201 Blue,Adventure Works,Ebonyi
1850,11/18/2014,201.0700155,382.95,13,2613.910201,Adventure Works Laptop12 M1201 Blue,Adventure Works,Akwa Ibom
2225,7/15/2014,111.6048723,382.95,10,1116.048723,Adventure Works Laptop12 M1201 Blue,Adventure Works,Ogun
2925,03-10-12,140.9283428,382.95,10,1409.283428,Adventure Works Laptop12 M1201 Blue,Adventure Works,FCT
3227,12/25/2012,148.0365998,382.95,9,1332.329398,Adventure Works Laptop12 M1201 Blue,Adventure Works,Yobe
1988,6/19/2014,16.67301675,21.57,24,400.1524019,Adventure Works Laptop16 M1601 Blue,Adventure Works,Katsina
2629,3/15/2013,11.0597826,21.57,24,265.4347825,Adventure Works Laptop16 M1601 Blue,Adventure Works,Ekiti
2974,4/20/2013,797.0299929,1299,20,15940.59986,WWI Laptop19W X0196 Black,Wide World Importers,Jigawa
110,7/27/2013,329.3394949,699,9,2964.055454,WWI Laptop15 M0150 Black,Wide World Importers,Gombe
182,10/15/2012,139.8765994,699,8,1119.012796,WWI Laptop15 M0150 Black,Wide World Importers,Jigawa
357,7/21/2014,116.7234836,699,9,1050.511352,WWI Laptop15 M0150 Black,Wide World Importers,Bayelsa
1858,07-06-12,226.7953441,699,12,2721.544129,WWI Laptop15 M0150 Black,Wide World Importers,Nasarawa
2238,11/27/2014,45.72460109,699,13,594.4198142,WWI Laptop15 M0150 Black,Wide World Importers,Edo
7475,11/29/2012,265.1860591,599,26,6894.837538,WWI Laptop16 M0160 Black,Wide World Importers,Abia
475,11/27/2014,28.15167457,599,13,365.9717694,WWI Laptop16 M0160 Black,Wide World Importers,Imo
1153,1/24/2013,512.0084938,599,9,4608.076445,WWI Laptop16 M0160 Black,Wide World Importers,Rivers
1456,3/23/2013,307.4346234,326,10,3074.346234,WWI Laptop8.9 E0089 Black,Wide World Importers,Kogi
1340,10/31/2014,418.2393549,1299,6,2509.436129,WWI Laptop19W X0196 White,Wide World Importers,Kwara
7623,9/22/2014,228.1635047,699,10,2281.635047,WWI Laptop15 M0150 White,Wide World Importers,Osun
1309,2/16/2014,274.0621527,699,12,3288.745833,WWI Laptop15 M0150 White,Wide World Importers,Kwara
2709,02-04-14,241.7911553,699,18,4352.240796,WWI Laptop15 M0150 White,Wide World Importers,Enugu
150,10-10-13,155.4574015,382.95,13,2020.946219,WWI Laptop12 M0120 White,Wide World Importers,Benue
312,5/31/2012,61.59865305,382.95,24,1478.367673,WWI Laptop12 M0120 White,Wide World Importers,Bayelsa
2229,02-07-12,264.607297,599,9,2381.465673,WWI Laptop16 M0160 White,Wide World Importers,Kwara
7691,11-09-14,331.3375705,758,13,4307.388416,WWI Laptop15.4W M0156 White,Wide World Importers,Ogun
789,7/30/2014,34.12305895,758,12,409.4767074,WWI Laptop15.4W M0156 White,Wide World Importers,Zamfara 
873,6/14/2014,58.30042546,758,12,699.6051055,WWI Laptop15.4W M0156 White,Wide World Importers,Taraba
1226,06-09-14,147.2328715,758,24,3533.588916,WWI Laptop15.4W M0156 White,Wide World Importers,Zamfara 
1749,01-04-13,219.4355523,326,13,2852.66218,WWI Laptop8.9 E0089 White,Wide World Importers,Kebbi
